,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,24.5,22.1,22.1,20.3,18.9,20.3,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8,18.9,18.9,18.9,20.3,20.3,20.3,18.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3
1,17.8,17.0,16.3,15.8,15.8,17.0,17.0,16.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,22.1,20.3,20.3
2,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,20.3,20.3,18.9,18.9,20.3,20.3,18.9,20.3,18.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1
3,15.8,15.4,15.4,18.9,18.9,17.8,17.8,17.0,17.8,17.0,17.8,17.0,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
4,14.3,14.5,14.6,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,20.3,22.1,22.1
5,14.4,17.8,17.0,17.8,17.0,17.0,16.3,17.0,17.0,17.0,17.0,17.8,17.8,17.0,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
6,14.0,50.9,42.7,36.3,36.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1
7,20.3,17.8,17.8,17.0,17.0,22.1,20.3,20.3,20.3,18.9,17.8,17.8,17.8,17.8,17.8,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,20.3,20.3,22.1,22.1,22.1
8,15.8,15.4,15.4,15.4,15.4,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1
9,14.6,14.5,50.9,50.9,42.7,36.3,31.3,31.3,27.5,27.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,22.1,20.3,22.1,20.3,20.3,20.3
10,14.2,14.6,20.3,18.9,20.3,17.8,17.8,17.0,17.0,17.0,17.8,17.0,20.3,20.3,20.3,20.3,20.3,20.3,18.9,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1
11,14.3,14.6,15.1,14.8,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
12,17.0,16.3,15.8,15.8,20.3,18.9,17.8,17.8,17.8,17.8,17.0,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1
13,24.5,22.1,22.1,20.3,20.3,17.8,17.8,17.8,17.0,24.5,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,20.3,20.3,20.3,20.3,22.1,22.1
14,16.3,15.8,15.4,15.4,15.4,17.0,16.3,17.0,17.0,27.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
15,31.3,24.5,22.1,22.1,20.3,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.0,20.3,20.3,18.9,18.9,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1
16,92.8,75.2,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,22.1,20.3,20.3
17,50.9,42.7,36.3,31.3,31.3,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,18.9,20.3,20.3,18.9,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1
18,50.9,42.7,36.3,36.3,31.3,24.5,24.5,24.5,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1
19,115.5,92.8,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1
20,144.6,115.5,92.8,92.8,75.2,50.9,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1
21,22.1,20.3,18.9,17.8,17.8,17.0,16.3,17.0,17.0,17.0,17.8,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1,22.1
22,14.8,14.8,14.8,24.5,22.1,20.3,20.3,20.3,18.9,18.9,17.8,22.1,22.1,22.1,22.1,20.3,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
23,15.8,15.8,15.4,17.0,17.0,16.3,16.3,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,17.8,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,20.3,22.1,22.1
24,20.3,18.9,17.8,17.8,17.0,17.0,16.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1
25,115.5,92.8,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,20.3,20.3
26,42.7,36.3,31.3,27.5,27.5,22.1,22.1,22.1,20.3,20.3,20.3,18.9,18.9,18.9,18.9,17.8,20.3,20.3,18.9,20.3,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
27,36.3,31.3,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,18.9,17.8,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
28,14.6,14.8,15.4,15.1,15.4,17.8,17.8,17.8,17.0,17.8,17.8,17.8,24.5,22.1,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1
