,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,20.3,17.8,17.8,17.0,17.8,20.3,20.3,24.5,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,27.5,27.5,27.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3
1,17.0,17.0,15.8,27.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
2,17.8,17.0,17.0,27.5,24.5,24.5,22.1,24.5,24.5,24.5,22.1,27.5,27.5,27.5,27.5,27.5,27.5,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
3,15.4,15.1,16.3,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,36.3,36.3,31.3,31.3,36.3,31.3,36.3,31.3,31.3
4,15.1,14.8,22.1,24.5,24.5,22.1,24.5,24.5,24.5,22.1,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
5,14.8,17.8,17.8,20.3,20.3,18.9,24.5,24.5,24.5,24.5,27.5,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
6,14.8,22.1,22.1,22.1,31.3,27.5,27.5,24.5,27.5,24.5,24.5,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
7,15.4,15.4,20.3,18.9,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
8,15.4,15.4,92.8,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
9,14.8,92.8,92.8,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
10,15.4,42.7,36.3,36.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,27.5,27.5,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
11,18.9,22.1,22.1,20.3,20.3,31.3,31.3,27.5,27.5,24.5,27.5,27.5,27.5,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
12,27.5,24.5,24.5,22.1,20.3,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
13,42.7,36.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,22.1,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
14,61.6,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
15,61.6,50.9,50.9,36.3,36.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
16,92.8,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,31.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
17,75.2,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
18,115.5,75.2,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
19,50.9,36.3,31.3,31.3,27.5,24.5,24.5,24.5,22.1,31.3,31.3,31.3,27.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
20,27.5,24.5,22.1,22.1,20.3,24.5,24.5,24.5,22.1,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
21,50.9,36.3,36.3,31.3,27.5,24.5,36.3,36.3,31.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
22,36.3,31.3,27.5,24.5,24.5,22.1,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3,31.3,31.3,36.3,31.3,31.3,31.3,31.3
23,22.1,20.3,20.3,20.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
24,22.1,20.3,20.3,20.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3
25,42.7,36.3,31.3,27.5,24.5,24.5,22.1,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3
