,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
33,14.3,31.3,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,20.3,18.9,20.3,18.9,22.1,22.1,22.1,22.1,22.1,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1
34,17.8,18.9,17.8,17.0,17.0,17.0,17.8,17.8,24.5,22.1,22.1,22.1,22.1,20.3,22.1,22.1,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
35,27.5,24.5,22.1,20.3,18.9,18.9,18.9,17.8,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
36,92.8,75.2,61.6,50.9,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,20.3,22.1,22.1
37,22.1,20.3,18.9,17.8,17.0,17.0,17.0,24.5,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,20.3,22.1,22.1
38,75.2,61.6,50.9,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1,22.1,22.1
39,75.2,50.9,42.7,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1
40,36.3,31.3,24.5,22.1,22.1,20.3,20.3,18.9,18.9,18.9,18.9,20.3,18.9,22.1,22.1,22.1,20.3,20.3,22.1,22.1,20.3,20.3,20.3,22.1,20.3,20.3,22.1,20.3,20.3
41,36.3,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,18.9,20.3,20.3,20.3,20.3,20.3,20.3,20.3,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,22.1
42,17.0,17.0,17.8,17.0,17.0,17.0,17.8,20.3,20.3,18.9,18.9,18.9,20.3,20.3,20.3,20.3,22.1,22.1,20.3,22.1,22.1,20.3,22.1,22.1,22.1,20.3,22.1,22.1,22.1
43,16.3,17.8,17.8,20.3,18.9,18.9,18.9,20.3,18.9,20.3,18.9,20.3,18.9,20.3,20.3,20.3,20.3,20.3,20.3,22.1,20.3,22.1,22.1,20.3,20.3,20.3,22.1,22.1,22.1
44,17.8,17.8,17.0,20.3,20.3,18.9,18.9,18.9,18.9,18.9,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,20.3,22.1,20.3,22.1,22.1,22.1,22.1,20.3,22.1,22.1,22.1
45,36.3,31.3,24.5,22.1,22.1,20.3,20.3,20.3,18.9,18.9,22.1,22.1,22.1,20.3,20.3,20.3,22.1,22.1,20.3,22.1,22.1,22.1,22.1,22.1,20.3,20.3,22.1,22.1,22.1
46,230.4,182.1,144.6,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
47,14.8,14.8,14.8,14.8,15.8,16.3,17.0,17.0,17.8,17.8,20.3,20.3,20.3,20.3,20.3,20.3,18.9,18.9,22.1,22.1,22.1,22.1,22.1,20.3,20.3,20.3,20.3,20.3,20.3
