,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
18,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,36.3,42.7,36.3,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7
19,115.5,92.8,75.2,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7
20,230.4,182.1,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
21,144.6,115.5,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7
22,61.6,50.9,36.3,36.3,36.3,31.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
23,42.7,36.3,31.3,31.3,27.5,24.5,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,36.3,42.7,42.7,42.7,42.7,36.3,42.7,36.3,36.3
24,61.6,50.9,36.3,36.3,36.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7
25,50.9,42.7,36.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,42.7,42.7,42.7,36.3,42.7,36.3,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
26,61.6,50.9,36.3,36.3,36.3,31.3,31.3,36.3,31.3,36.3,31.3,42.7,42.7,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,36.3,36.3
27,50.9,36.3,31.3,31.3,31.3,27.5,24.5,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3
28,75.2,61.6,50.9,42.7,36.3,36.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,36.3,42.7,36.3,42.7,42.7,42.7,42.7,36.3,36.3
29,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,42.7,36.3,36.3,42.7,42.7,42.7,36.3,36.3,42.7,42.7,36.3,36.3,36.3,36.3
30,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,42.7,42.7,42.7,42.7,36.3,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,36.3
31,75.2,61.6,50.9,50.9,42.7,36.3,36.3,31.3,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,36.3,42.7,36.3,42.7,36.3,42.7,42.7
32,61.6,50.9,36.3,36.3,36.3,31.3,31.3,27.5,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,36.3,42.7,42.7,42.7
33,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,36.3,42.7,42.7,42.7
34,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
35,230.4,182.1,144.6,115.5,115.5,92.8,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7
36,230.4,144.6,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7
37,92.8,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,36.3,31.3,50.9,42.7,42.7,36.3,42.7,42.7,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,36.3,36.3
38,144.6,115.5,75.2,61.6,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,36.3,36.3,42.7,42.7,42.7,42.7,36.3,36.3,42.7,42.7,42.7,36.3,42.7,42.7
39,182.1,144.6,115.5,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7
40,61.6,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,42.7,36.3,36.3,42.7,42.7,42.7,42.7,36.3,42.7,42.7,42.7
41,115.5,92.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,42.7,42.7,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7
42,115.5,92.8,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,36.3,36.3,36.3,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
43,92.8,75.2,61.6,50.9,50.9,42.7,36.3,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
44,42.7,36.3,31.3,27.5,24.5,24.5,27.5,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,36.3,36.3
45,20.3,18.9,17.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,42.7,36.3,42.7,36.3,42.7,36.3,36.3,42.7,42.7,42.7,36.3,42.7,42.7,36.3,42.7,36.3,36.3
46,31.3,24.5,24.5,36.3,31.3,31.3,27.5,31.3,31.3,36.3,36.3,36.3,31.3,42.7,36.3,36.3,36.3,42.7,42.7,36.3,36.3,36.3,42.7,36.3,42.7,42.7,36.3,36.3
47,17.8,17.8,24.5,24.5,42.7,42.7,36.3,36.3,36.3,42.7,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,36.3,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7,42.7
