,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,27.5,24.5,22.1,20.3,20.3,20.3,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
1,24.5,22.1,20.3,17.8,17.8,17.0,17.0,16.3,16.3,16.3,15.8,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
2,15.1,14.8,15.4,14.8,15.8,15.8,15.4,15.8,15.8,17.8,17.8,17.0,17.0,17.0,17.8,17.0,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
3,14.6,14.5,20.3,18.9,17.8,17.8,17.0,17.0,16.3,17.0,17.0,17.0,16.3,17.0,17.0,16.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
4,14.4,14.5,36.3,31.3,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
5,14.3,16.3,15.8,15.4,15.4,15.4,15.8,15.8,15.8,15.8,15.8,15.8,17.0,17.0,16.3,17.8,17.0,17.0,17.0,17.0,17.0,17.8,17.8,17.0,17.8,17.8,17.0,17.8,17.8,17.8
6,14.2,42.7,36.3,31.3,27.5,24.5,24.5,22.1,20.3,20.3,20.3,18.9,18.9,18.9,17.8,20.3,20.3,18.9,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
7,15.4,15.1,14.8,18.9,17.8,17.0,17.0,16.3,15.8,17.0,16.3,16.3,16.3,16.3,16.3,17.0,17.0,17.0,17.0,17.0,17.0,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8
8,14.8,14.6,14.6,31.3,31.3,27.5,24.5,22.1,22.1,20.3,20.3,20.3,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
9,20.3,17.8,17.0,17.0,16.3,15.8,15.8,15.8,16.3,15.8,17.0,16.3,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
10,16.3,15.8,15.4,16.3,15.8,15.8,15.4,15.8,17.0,16.3,16.3,16.3,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8
11,14.8,14.6,14.6,22.1,22.1,20.3,20.3,18.9,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
12,17.0,16.3,15.8,15.8,15.8,15.8,15.4,17.8,17.8,17.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.9,18.9,18.9,18.9,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
13,17.8,17.0,16.3,15.8,15.4,15.8,15.4,20.3,20.3,18.9,18.9,17.8,17.8,17.8,17.8,17.0,17.0,17.8,17.8,17.8,17.0,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8,17.8
