,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,-0.4,-0.4
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,-0.20000000000000007,-0.20000000000000007
14,0.0,-4.54747350886464e-17,-4.54747350886464e-17
15,0.0,-4.54747350886464e-17,-4.54747350886464e-17
16,0.0,-4.54747350886464e-17,-4.54747350886464e-17
17,0.0,-4.54747350886464e-17,-4.54747350886464e-17
18,0.0,-4.54747350886464e-17,-4.54747350886464e-17
19,0.0,-4.54747350886464e-17,-4.54747350886464e-17
20,0.0,-4.54747350886464e-17,-4.54747350886464e-17
21,0.0,-4.54747350886464e-17,-4.54747350886464e-17
22,0.0,-4.54747350886464e-17,-4.54747350886464e-17
23,0.0,-4.54747350886464e-17,-4.54747350886464e-17
24,0.0,-4.54747350886464e-17,-4.54747350886464e-17
25,0.0,-0.48,-0.48
26,0.0,-0.324,-0.324
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.156,0.156
30,0.0,0.156,0.156
31,0.0,0.156,0.156
32,0.0,0.156,0.156
33,0.0,0.156,0.156
34,0.0,0.156,0.156
35,0.0,0.156,0.156
36,0.0,0.156,0.156
37,0.0,0.156,0.156
38,0.0,-0.8,-0.8
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,-0.28,-0.28
42,0.0,0.27,0.27
43,0.0,0.27,0.27
44,0.0,0.27,0.27
45,0.0,0.27,0.27
46,0.0,0.0,0.0
47,0.0,1.1368683772161605e-15,1.1368683772161605e-15
