,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,24.5,22.1,22.1,20.3,20.3,20.3,20.3,31.3,27.5,27.5,27.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,31.3,31.3,31.3
1,17.8,17.8,17.8,17.0,17.8,17.0,17.8,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3
2,17.8,17.8,17.8,17.0,24.5,22.1,22.1,24.5,24.5,24.5,22.1,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
3,15.4,15.4,15.8,15.8,61.6,61.6,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
4,15.8,15.8,15.4,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
5,15.8,15.8,15.8,20.3,18.9,18.9,17.8,31.3,31.3,31.3,31.3,27.5,27.5,27.5,24.5,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3
6,14.8,61.6,50.9,50.9,42.7,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
7,15.1,18.9,17.8,17.8,17.8,17.0,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
8,15.4,15.4,24.5,22.1,22.1,20.3,24.5,24.5,22.1,22.1,24.5,24.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
9,15.4,15.4,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
10,15.4,15.8,16.3,16.3,17.0,20.3,20.3,20.3,18.9,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
11,17.8,17.0,17.0,17.0,17.0,24.5,24.5,24.5,22.1,27.5,27.5,24.5,24.5,24.5,24.5,31.3,27.5,31.3,27.5,31.3,31.3,31.3,31.3,31.3
12,17.8,17.0,17.0,17.0,17.0,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
13,22.1,22.1,20.3,20.3,20.3,18.9,18.9,17.8,27.5,24.5,24.5,24.5,27.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
14,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,27.5,27.5,27.5,24.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
15,115.5,92.8,75.2,61.6,61.6,61.6,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3
16,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,36.3,36.3
17,50.9,50.9,42.7,36.3,36.3,31.3,31.3,27.5,27.5,24.5,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3
18,27.5,24.5,24.5,24.5,22.1,22.1,22.1,20.3,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,36.3,36.3,36.3,36.3,36.3,36.3
19,31.3,31.3,27.5,24.5,24.5,24.5,22.1,22.1,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3
20,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,24.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
21,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
22,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,31.3,27.5,31.3,27.5,27.5,27.5,27.5,27.5,36.3,36.3,36.3,31.3,31.3
23,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
24,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,24.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
25,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,36.3,36.3,36.3,36.3,31.3,31.3
26,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
27,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,27.5,24.5,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
28,61.6,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,31.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
29,50.9,42.7,36.3,36.3,31.3,31.3,31.3,27.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,27.5,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
30,42.7,42.7,36.3,36.3,31.3,31.3,27.5,24.5,24.5,24.5,24.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
31,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,31.3,31.3,31.3,31.3,31.3,36.3,36.3
32,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,27.5,31.3,31.3,31.3,31.3,31.3,42.7,42.7
33,92.8,75.2,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,27.5,36.3,36.3,36.3,36.3
34,115.5,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
35,144.6,115.5,115.5,92.8,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,36.3,36.3,36.3,36.3
36,230.4,182.1,144.6,115.5,115.5,115.5,92.8,92.8,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
37,230.4,230.4,182.1,144.6,144.6,115.5,115.5,92.8,92.8,92.8,92.8,75.2,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9
38,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,36.3,36.3
39,115.5,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
40,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
41,115.5,115.5,92.8,92.8,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
42,92.8,92.8,61.6,61.6,61.6,50.9,50.9,42.7,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,36.3,36.3
43,61.6,61.6,50.9,50.9,42.7,36.3,36.3,31.3,31.3,31.3,31.3,27.5,27.5,27.5,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3,31.3
44,24.5,24.5,24.5,22.1,22.1,20.3,20.3,22.1,22.1,24.5,27.5,27.5,27.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
45,22.1,22.1,20.3,20.3,20.3,18.9,22.1,22.1,22.1,22.1,42.7,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3,31.3,31.3
46,20.3,20.3,20.3,20.3,18.9,18.9,27.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,24.5,36.3,36.3,36.3,36.3,36.3,36.3,36.3,31.3,31.3
47,17.0,17.0,17.0,17.0,17.8,17.8,24.5,22.1,22.1,22.1,22.1,24.5,24.5,24.5,24.5,27.5,27.5,27.5,27.5,27.5,27.5,31.3,27.5,27.5
