,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,27.5,24.5,22.1,22.1,22.1,24.5,31.3,27.5,31.3,36.3,36.3,36.3,36.3,36.3,36.3,42.7,42.7,50.9,50.9,50.9,50.9,50.9,50.9,50.9
1,24.5,22.1,20.3,20.3,42.7,42.7,42.7,42.7,42.7,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9,61.6,61.6,50.9,50.9,50.9,50.9,50.9
2,22.1,20.3,18.9,22.1,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,61.6,50.9,50.9,50.9,50.9
3,17.8,17.8,17.8,31.3,50.9,42.7,42.7,36.3,36.3,36.3,36.3,36.3,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
4,17.8,17.0,20.3,115.5,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
5,17.8,17.8,24.5,36.3,31.3,31.3,31.3,31.3,50.9,50.9,50.9,50.9,50.9,42.7,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
6,17.0,17.0,75.2,61.6,61.6,50.9,50.9,50.9,50.9,42.7,42.7,42.7,42.7,42.7,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
7,17.0,18.9,92.8,92.8,75.2,61.6,61.6,61.6,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9,50.9
8,15.1,24.5,31.3,31.3,27.5,50.9,50.9,50.9,42.7,42.7,36.3,42.7,36.3,50.9,50.9,50.9,50.9,50.9,50.9,42.7,50.9,50.9,50.9,50.9
9,17.8,144.6,115.5,115.5,92.8,92.8,75.2,75.2,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6,50.9,50.9,50.9,61.6,50.9,50.9,50.9
